enumeration,size,extent,label_count,min,max,mean,stdev,ci95_min,ci95_max
74,3,11.165915009527883,3,4934.622878,5160.762283,5006.2267012,89.59750321309707,4894.976707138537,5117.476695261464
73,3,11.107440569276074,2,5102.621465,5236.748349,5155.1835588,64.93774479277525,5074.552698971475,5235.814418628525
72,3,11.101429322389075,2,4789.13802,4989.430308,4862.1420742,81.36730437409435,4761.111221734325,4963.172926665675
71,3,11.06948530872145,3,4934.042216,5169.49674,5038.069616000001,96.95776078330833,4917.68065509669,5158.458576903311
70,3,11.069063962232761,3,4809.762715,5045.774275,4894.274669,90.95788722445079,4781.3355350880165,5007.213802911984
69,3,11.055399314362191,3,4980.022345,5239.433972,5043.4244824,110.34370099395957,4906.414681456089,5180.4342833439105
68,3,11.047637575518127,2,4998.016968,5110.33748,5043.493217599999,41.114365575858514,4992.442990058765,5094.543445141234
67,3,11.025531370414752,1,4987.458997,5123.922988,5040.335986,67.66338877587624,4956.320792165957,5124.351179834043
66,3,11.014711707530068,3,4955.008638,5122.219676,5028.405563599999,63.28580524336489,4949.825857637054,5106.985269562945
65,3,10.991097351948078,3,4846.131748,5129.217316,4928.8687544,116.12073976658837,4784.685812396352,5073.051696403649
64,3,10.988765080754069,3,4862.36794,4983.307055,4896.7548664000005,49.52415642335142,4835.262504331685,4958.247228468316
63,3,10.944847783317957,2,5128.108385,5313.802116,5180.7385398,76.17448638454304,5086.155422480759,5275.321657119241
62,3,10.941842715009205,3,4826.677867,4950.614094,4882.638413799999,45.56608835534688,4826.0606423538475,4939.216185246151
61,3,10.914155853752497,3,4926.229139,5031.885079,4956.6619938,44.48440661105358,4901.427307633166,5011.896679966835
60,3,10.883491765054087,3,4876.636881,5019.473325,4916.000967,61.070972192248995,4840.171339498479,4991.830594501521
59,3,10.856827437147555,2,4997.338254,5182.670169,5060.6235160000015,75.60547653738008,4966.746917722561,5154.500114277442
58,3,10.829535539440275,3,4886.884262,5024.740025,4945.850218400001,66.4946306199354,4863.286229490703,5028.414207309299
57,3,10.814355921644154,3,4940.076108,5065.825564,4998.057884,53.77376384727395,4931.288937387241,5064.826830612758
56,3,10.630001081843778,2,4912.521712,5110.398829,4960.548626000001,84.21914032550947,4855.976751504899,5065.1205004951025
55,3,10.603023861144518,3,4941.311002,5188.826877,5048.349981800001,101.84437200897322,4921.893491664956,5174.806471935046
54,3,10.599328752331456,3,4864.707415,5019.942945,4900.4664584,66.8854077266041,4817.41725562606,4983.51566117394
53,3,10.551029001950477,3,4847.892438,5039.085482,4918.7659886,85.85489485559924,4812.163056595118,5025.368920604882
52,3,10.46649267902099,2,4826.116603,5034.824019,4887.911892800001,84.5062709137908,4782.98349859067,4992.840287009331
51,3,10.454014587707444,3,5021.900899,5350.056484,5105.7692672,138.81464434110248,4933.4081209093265,5278.130413490674
50,3,10.445769334998737,3,4923.578784,5132.51806,5013.681341,90.23831068610596,4901.635679369574,5125.727002630427
49,3,10.437247194543206,3,4866.130334,5051.295779,4943.7841856000005,67.89322235414589,4859.483615686259,5028.084755513742
48,3,10.420910228957927,2,4968.634846,5219.181052,5043.3505394,100.92818812266673,4918.031641812243,5168.669436987758
47,3,10.370682234067342,2,4925.08893,5128.956383,4988.5601328,85.65412156015965,4882.206493767851,5094.91377183215
46,3,10.318368717970877,3,4800.038321,4995.283656,4861.8846582,84.76622980129098,4756.633482399068,4967.135834000931
45,3,10.284390745202169,2,4797.90837,5023.82507,4872.5250566,91.03722639012979,4759.4874101023515,4985.562703097649
