enumeration,size,extent,label_count,min,max,mean,stdev,ci95_min,ci95_max
44,3,10.269608025625896,3,4804.643493,5037.404359,4863.054482199999,98.53682312472469,4740.70485643656,4985.404107963439
43,3,10.213923682894839,3,5037.879669,5203.845897,5105.0967718,62.25973949789509,5027.791094732912,5182.402448867088
42,3,10.025566268296272,3,4906.870926,5136.597857,4978.690774199999,92.7856581948708,4863.48216287723,5093.899385522769
41,3,9.988892881596037,3,4790.772094,4971.125531,4842.011526,74.22062898420305,4749.854443072229,4934.168608927772
40,3,9.882441550548124,2,4843.241753,4990.299302,4900.2735378,57.34677915031131,4829.068106720715,4971.478968879284
39,3,9.854584618338816,3,5134.814019,5490.699703,5255.9359106,145.6709312929004,5075.061559640474,5436.810261559526
38,3,9.739800100618082,3,5212.817046,5417.20273,5271.2547098,83.5506467413664,5167.512879721305,5374.996539878694
37,3,9.694589728296913,3,5043.689372,5165.989684,5084.8243572,47.066488254467366,5026.383593216322,5143.265121183678
36,3,9.664748781008226,3,4788.292013,4940.803759,4873.5626090000005,66.52471187899208,4790.961269274313,4956.163948725688
35,3,9.586833575273957,3,4759.067987,5007.426923,4844.272929600001,104.90254579440766,4714.019215175576,4974.526644024425
34,3,9.512634650820981,2,4927.755806,5038.111751,4965.809548,51.00973641372069,4902.472594741311,5029.14650125869
33,3,9.44749252447442,3,4875.501665,5004.308621,4909.4908916,54.32234915443756,4842.040786361437,4976.9409968385635
32,3,9.43557703587862,3,4870.507625,5075.184488,4924.303181,85.17122196260043,4818.549141012848,5030.0572209871525
31,3,9.42181304208484,3,4938.004233,5085.476544,5013.611070000001,67.58803095765207,4929.689445255824,5097.532694744178
30,3,9.393864061183768,3,4937.034894,5161.791202,5035.4234008,90.50135559912316,4923.0511257711905,5147.79567582881
29,3,9.378966147715854,2,4986.916473,5265.119531,5083.3929654,124.5849096575974,4928.700368368685,5238.085562431315
28,3,9.264630969445033,3,4827.17553,4976.881601,4883.3506204,61.90564413530352,4806.484610796544,4960.216630003455
27,3,9.259730341646025,2,4963.805012,5139.096188,5036.688322200001,75.32644002584259,4943.158193513098,5130.218450886903
26,3,9.210750078033819,3,4833.044467,4992.029997,4884.1512394,64.0180472020735,4804.662334959011,4963.640143840989
25,3,9.04675262179751,2,4874.194467,5091.378661,4950.907500200001,89.27588020525684,4840.056853848341,5061.7581465516605
24,3,9.006444859099512,3,4875.996407,5098.315748,4943.7565478,88.36543364367361,4834.0363701660735,5053.476725433926
23,3,8.860261734283023,3,4932.934564,5153.259627,4998.0119626,89.52203737344269,4886.8556717547235,5109.168253445276
22,3,8.742169410392362,3,4958.292286,5253.954996,5043.971858,120.72278529712021,4894.0747217433645,5193.868994256635
21,3,8.70867601877576,3,4991.658212,5266.90158,5058.3819102,117.02075829406614,4913.081447593138,5203.682372806861
20,3,8.586970711490762,3,4867.415553,5140.047375,4956.768387,115.78648953142175,4813.000471479722,5100.536302520278
19,3,8.56328564278922,1,4987.852679,5209.687188,5040.226678,95.19479246890998,4922.026731382511,5158.426624617489
18,3,8.345085140368555,2,4685.010181,4825.439173,4772.9692236,59.56471168556696,4699.009865541421,4846.928581658579
17,3,8.220826296668726,3,5151.311451,5404.012106,5267.4622596,104.16391603012066,5138.125675161833,5396.798844038167
16,3,8.003492050349022,3,4787.561627,4976.671798,4866.9577604,79.56254747316258,4768.167809603577,4965.747711196423
15,3,7.810877927608395,3,4815.822052,5047.392466,4867.733400800001,100.62918747434318,4742.785761552682,4992.68104004732
14,3,7.726631478205758,3,4825.645489,5088.257773,4906.291517800001,109.097038055984,4770.82965334397,5041.753382256033
13,3,7.099760770617559,3,5022.651786,5207.534196,5104.4160716,80.08397829209977,5004.978678928191,5203.853464271809
12,3,6.944282108324801,3,4920.004983,5122.677708,5009.1843406,99.91613898442019,4885.122067991535,5133.246613208465
11,3,6.927948108928068,3,4994.181558,5205.761992,5060.6953766,88.09275580026386,4951.313773227322,5170.076979972678
10,3,6.764974574970705,3,4844.734437,5039.690742,4910.232027399999,76.31116882533608,4815.47919641485,5004.984858385149
9,3,6.281031921587408,2,5034.163882,5165.337777,5073.3370284,55.01484565717782,5005.027075185158,5141.646981614843
8,3,6.2519145867486055,2,4958.429317,5092.182138,4994.148273000001,55.87601286083529,4924.769039472012,5063.527506527989
7,3,5.994048548351939,3,4842.870201,5054.072036,4907.151462599999,84.24626873618178,4802.545903734039,5011.757021465959
6,3,5.770928001630243,3,4939.615769,5080.822117,4993.6817552,52.59630323019326,4928.3748190446795,5058.988691355321
5,3,5.476148737936178,3,4800.493193,4937.979883,4860.2541038,56.168788419849975,4790.511341400853,4929.996866199147
4,2,10.504568529930202,1,5084.750826,5254.897535,5157.1050146,66.08301397234698,5075.05211526304,5239.15791393696
3,2,9.304079804042955,2,4875.137478,5065.562403,4941.9621716,79.80671175782145,4842.869050801689,5041.055292398311
2,2,8.041095323399668,2,4894.798884,5017.155529,4935.1544871999995,49.28010525742927,4873.96515467811,4996.343819721889
1,2,6.289761601205565,2,4842.11681,5032.604227,4936.195452,77.2985849345288,4840.216581980899,5032.174322019101
